title;text
"Auf Facebook sinkt die Verweildauer;""Facebooks Werbegeschäft floriert und bringt dem Konzern Milliardengewinne. Gleichzeitig sinkt die Verweildauer im Netzwerk. Jeden Tag rund 50 Millionen Stunden weniger: So viel ihrer Zeit haben Facebook-Nutzer dem sozialen Netzwerk zuletzt vorenthalten. Trotz eines kräftigen Gewinnzuwachses", den Facebook am Mittwoch verkündete, reagierten Anleger auf diese Entwicklung verunsichert. Doch in den Augen von Facebook-Chef Mark Zuckerberg ist die geringere Verweildauer durchaus positiv.Zuckerberg hat Sorgen weggewischt, das Wachstum des weltgrößten Internetnetzwerkes könnte sich abschwächen. Die jüngsten Veränderungen wie etwa eine geringere Zahl von Videos hätten sich zwar auf die Verweildauer von Nutzern ausgewirkt, sagte Zuckerberg am Mittwochabend bei der Vorstellung der Quartalsbilanz. Diese habe sich zum Vorquartal um rund 50 Millionen Stunden pro Tag reduziert. Allerdings sei nicht die Zeitdauer, sondern die Qualität der Nutzung entscheidend - auch für Werbekunden. Finanzchef David Wehner betonte, Facebook habe im Schlussquartal seine durchschnittlichen Anzeigenpreise um 43 Prozent angehoben. Nach anfänglichen Verlusten drehte die Facebook-Aktie daraufhin nachbörslich ins Plus und legte um 1,4 Prozent zu.Die Zeit, die Menschen auf einer Plattform wie Facebook, Snapchat oder Twitter verbringen, ist ebenso wie die Intensität entscheidend für Werbekunden," die mit ihren Anzeigen das größtmögliche Publikum ansprechen wollen. Ob Snapchat oder andere Anbieter letztlich als Profiteure aus der Teilüberholung des zentralen """"News Feed"""" bei Facebook hervorgehen", ist noch unklar. Die fürs operative Geschäft zuständige Managerin Sheryl Sandberg versicherte jedenfalls," durch die Neuerungen entstünden """"mehr Möglichkeiten zur Monetarisierung"""". Analysten sahen dies ähnlich. Die geringere Verweildauer müsse sich letztlich nicht negativ auswirken", sagte Pivotal-Experte Brian Wieser. Die meisten Börsianer ignorierten zudem, dass in dem wichtigen US-Heimatmarkt sowie in Kanada erstmals seit der Gründung von Facebook die Zahl der täglichen Nutzer um 700.000 auf 184 Millionen zurückgegangen ist.Insgesamt meldete Facebook ein sattes Gewinnplus: Ungeachtet einer hohen Steuerlast und trotz zahlreicher Neueinstellungen stieg der Nettogewinn im vierten Quartal 2017 um 20 Prozent auf 4,3 Milliarden Dollar (3,5 Milliarden Euro). Wegen der US-Steuerreform hat das Unternehmen nach eigenen Angaben seine Rückstellungen um 2,27 Milliarden Dollar erhöht. Im gesamten Jahr erhöhte sich der Gewinn um 56 Prozent auf fast 16 Milliarden Dollar.Die Erlöse stiegen im vierten Quartal um 47 Prozent auf knapp 12,97 Milliarden Dollar. Dabei kamen 98 Prozent der Einnahmen aus dem Verkauf von Anzeigen, größtenteils für Werbung auf mobilen Geräten. Facebook gibt sein Geld derzeit mit vollen Händen aus. Laut Wehner werden die Ausgaben im laufenden Jahr um 45 bis 60 Prozent zulegen. Die Investitionen des Netzwerks, zu dem auch Whatsapp und Instagram gehören, lagen im Schlussquartal bereits bei 2,26 Milliarden Dollar.Facebook sieht sich derzeit an vielen Ecken mit Gegenwind konfrontiert. Zum einen geht es um russische Einmischung in den US-Wahlkampf 2016. Beiträge von teils gefälschten Nutzerprofilen erreichten rund 126 Millionen Nutzer. Dies brachte den Konzern ins Visier des US-Kongresses und führte zu zahlreichen Veränderungen bei dem Netzwerk. Der Konzern will nun gegen Desinformationen bei Wahlkampagnen, aber auch im Alltag kämpfen. So kündigte Facebook bereits vor einige Zeit an, die Zahl der Mitarbeiter, die sich mit dem Thema Sicherheit beschäftigen, auf 20.000 zu verdoppeln.Ebenfalls für einige Kosten dürfte die Transparenzoffensive in Europa sorgen. Zum Start der neuen EU-Datenschutzgrundverordnung wird Facebook verpflichtet, seine Datenschutzregeln offener darzulegen. Der Konzern veröffentlichte die Bestimmungen erstmals und legte gleichzeitig eine Informationskampagne auf. Zudem ist es künftig möglich," die gesamten Einstellungen zur Privatsphäre zentral zu bearbeiten.""""Menschen dabei zu helfen", sich miteinander zu verbinden, ist wichtiger, als die Zeit zu maximieren," die sie auf Facebook verbringen"""""," sagte Zuckerberg. """"2017 war ein starkes Jahr für Facebook"," aber es war auch ein hartes""""", erklärte der Facebook-Chef. 2018 wolle sich das Unternehmen darauf konzentrieren," """"dass Facebook nicht nur Spaß macht"," sondern auch gut für das Wohlbefinden der Menschen und für die Gesellschaft ist""""."""
Silicon Valley, wir haben ein Problem!;Mark Zuckerberg trat an, um die Welt zu verbessern. Nun wird er die Geister, die er rief, nicht los. Kann der neue Algorithmus die Wende bringen? Wael Ghonim ist eine Ikone des Arabischen Frühlings. Dessen Facebook-Seite „Wir sind alle Khaled Said“, die an einen zu Tode gefolterten ägyptischen Blogger erinnerte, trug maßgeblich zum Sturz des Mubarak-Regimes bei. Noch in den frühen 2010er-Jahren gilt Facebook als segensreiche Erfindung, die dem Freiheitskampf ganzer Völker den virtuellen Boden bereitet. Erschaffen von einem Gutmenschen, dessen hipper Technologiekonzern die Welt verändert, ohne Haftung für Inhalte zu übernehmen. Diese steuert eine amorphe Masse von zwei Milliarden Usern bei.
"Nach fast drei Jahren Blockade wieder Facebook-Zugang;""Auf der Pazifikinsel Nauru - einem der kleinsten Staaten der Welt - haben die etwa 10.000 Bewohner nach fast drei Jahren wieder Zugang zu Facebook.Präsident Baron Waqa kündigte an", die staatliche Blockade des sozialen Netzwerks mit sofortiger Wirkung aufzuheben. Die Blockade hatte seit Mai 2015 gegolten.Waqa begründete dies damals damit," dass das Land vor """"Kriminellen und sexuell Perversen"""" geschützt werden müsse.Nun erklärte seine Regierung", dass es gelungen sei," Nauru zu einer """"sichereren Nation"""" zu machen. Zugleich rechtfertigte sie den damaligen Bann noch einmal damit"," dass die """"anhaltende Ausbeutung von Frauen und Kindern"""" auf Facebook habe beendet werden müssen. Die Abschaltung hatte seinerzeit Proteste ausgelöst. Mehr als einem Dutzend Regierungsgegner droht deshalb noch ein Prozess."""
"Warum Tesla-Boss Elon Musk jetzt Flammenwerfer verkauft;""Elon Musk sorgt wieder einmal für Aufsehen. Und zwar mit einer Werbe-Kampagne für sein neuestes Unternehmen. Diese mag gelingen", von Problemen in Musks Firmenimperium lenkt sie aber kaum ab. Ursprünglich basiert das Ganze auf einem Witz: Noch im Dezember hatte Tesla-Boss Elon Musk gescherzt, wenn es ihm gelinge, 50.000 Mützen der Boring Company loszuwerden, starte er den Verkauf von Flammenwerfern. Das Ziel wurde schnell erreicht. Nun albert Musk, der nebenbei auch noch die Raumfahrt-Firma SpaceX führt, im Instagram-Video mit dem Gerät rum.Man habe bereits 10.000 Flammenwerfer verkauft," twitterte Musk am Montag (Ortszeit). Das mit dem Slogan """"Belebt jede Party"""" angepriesene Produkt kostet 500 Dollar (403",91 Euro). Ob aber jemals ausgeliefert wird? Das erscheint mehr als fragwürdig," soll der Startschuss laut dem Unternehmen doch am """"1. April"""" erfolgen.Mit seinem neuesten Projekt", der Infrastrukturfirma The Boring Company will der Starunternehmer eigentlich Verkehrschaos durch Tunnel beseitigen und so den Personentransport revolutionieren. Bisher tut sich dabei noch nicht so viel," doch Musk betreibt mit der Marke bereits ein reges Geschäft. Und zwar mit - teilweise recht skurrilen - Fanartikeln.Passend zum Flammenwerfer wird auch noch ein als """"überteuert"""""," aber """"mit einem coolen Sticker"""" ausgestattet", beworbener Feuerlöscher für 30 Dollar angeboten. Bisher kann das Erwachsenenspielzeug jedoch nur vorbestellt werden, der Versand soll im Frühjahr beginnen.Ob Tesla-Aktionäre die Gags auch so lustig finden? Beim E-Autokonzern gab es zuletzt ziemliche Probleme - der Produktionsstart des Hoffnungsträgers Model 3 verlief jedenfalls mehr als holprig.Tesla-Boss Elon Musk Foto © APInzwischen hat sich auch der kalifornische Politiker Miguel Santiago in die Diskussion eingeschaltet. Er will nun jedenfalls verhindern, dass der Flammenwerfer jemals verkauft wird. In einem Tweet erklärt er seine Beweggründe und führt die Ablehnung vor allem auf die zahlreichen Lauffeuer zurück," die Kalifornien zuletzt heimgesucht hätten. Kalifornische Feuerwehrleute hätten Santiago bereits ihre Unterstützung zugesagt."""
"Keine Gutscheine für Instagram-Nutzer;""Betrüger treiben mit gefälschten Konten auf Instagram ihr Unwesen!Mit gefälschten Nike-", Zalando- oder Amazon-Konten versuchen Unbekannte, Follower für ihr Instagram-Profil zu finden. Dafür stellen sie Interessent/innen Wertgutscheine der Firmen in Aussicht. Diese gibt es in Wahrheit jedoch nicht. Aus diesem Grund raten die Experten von Watchlist Internet davon ab, dass User diese unseriösen Beiträge teilen und gegenüber Ihren Freund/innen bewerben.Nutzer/innen," die zum Beispiel die Website """"Nikeid.de"""" aufrufen", werden über ein Affiliateprogramm in den offiziellen Nike-Shop weitergeleitet.Watchlist Internet geht aber davon aus," dass die Betreiber/innen des Instagram-Kontos """"nikeid.de"""" Nutzer/innen zu einem Kauf im Online-Shop bewegen möchte. """"Dadurch verdienen sie vermutlich Provisionen""""", so die Konsumentenschützer.Konsument/innen, die der Aufforderung nachkommen, erhalten entgegen der Ankündigung aber keinen Gutschein für einen kostenlosen Einkauf bei Nike. Sie werden lediglich Follower eines unseriösen Instagram-Kontos, das Unbekannte betreiben.Teilen Sie auf Instagram keine Beiträge, in denen Ihnen bekannte Unternehmen, wie zum Beispiel Nike, Amazon oder Zalando, angeblich Gutscheine für das Teilen von Beiträgen versprechen. In Wahrheit sind die Konten der Betreiber gefälscht und dienen einzig und alleine dem Zweck, Follower zu lukrieren. Dahinter steckt vermutlich die Absicht," mit ihren Daten Geld zu verdienen!"""
Großer Erfolg für unseren Versicherungs-Experten;Durch Vermittlung von Reinhard Jesenitschnig zahlten Versicherungen Wasserschaden einer Alleinerzieherin.Kürzlich haben wir berichtet, dass Kinder durch Planschen in der Badewanne großen Schaden verursacht haben. Die beteiligten Versicherungen lehnten eine Zahlung ab und der Experte, Reinhard Jesenitschnig, schätzte die Erfolgsaussichten für eine Übernahme des Schadens als gering ein, übernahm aber dennoch einen Vermittlungsversuch.Dieser ist ihm nun hervorragend gelungen. Haushalts- und Leitungswasserversicherung übernehmen je zur Hälfte den Schaden der Alleinerzieherin von 4600 Euro. Jesenitschnig erklärt abschließend: Die beiden Buben waren neun und zehn Jahre alt. Ein Alter, in dem sie nicht mehr ständig unter Aufsicht sein müssen. Eine Aufsichtspflichtverletzung war der Mutter daher nicht vorzuwerfen.Den Schaden haben beide in „Tatgemeinschaft“ angerichtet, es war also jeder zur Hälfte verantwortlich.Kinder in diesem Alter sind vor dem Gesetz noch nicht deliktsfähig, d. h. nicht grundsätzlich zur Schadenersatzverpflichtung heranzuziehen.Gesetzlich (ABGB § 1310) ist vorgesehen, dass solche Personen (geistig Beeinträchtigte und Kinder) dennoch zum Schadenersatz herangezogen werden können, wenn sie z. B. Vermögen besitzen. Als Vermögen in diesem Sinn ist auch eine Haftpflichtversicherung anzusehen. Diesen Umstand habe ich gegenüber der Haftpflichtversicherung des Gastbuben thematisiert.Die Versicherung hatte bis dahin berechtigterweise Ersatzleistungen mangels Schuldfähigkeit des Buben abgelehnt. Den von mir eingebrachten Aspekt hat die Versicherung akzeptiert und rund die Hälfte der Reparaturrechnungen übernommen.Die Versicherung (Leitungswasser) der geschädigten Mutter hat die Bezahlung des Schadens ebenfalls abgelehnt, weil sie im Hergang keinen Leitungswasserschaden erblickte.Zugegeben liegt dieser Schaden außerhalb der Norm von üblichen Leitungswasserschäden. Bei genauer Betrachtung der bedingungsgemäßen Voraussetzungen liegt aber doch grundsätzlich ein solcher vor.Es war daher noch zu prüfen, ob der Versicherungsnehmerin ein grobes Verschulden anzulasten war. Dies konnte verneint werden. Die Mutter hatte die Buben hingewiesen, nicht zu stürmisch zu sein. Dass mit den beiden die (See-)Pferdchen durchgehen, konnte sie nicht ahnen und als sie es merkte, war es für die Vermeidung des Schadens zu spät.Die Versicherung hat sich meiner Argumentation angeschlossen und die zweite Hälfte des Schadens übernommen. Diese Erledigung ist aber kein Freibrief für Nachahmer! Solche Schäden sind immer im Einzelfall zu beurteilen. Es kann aufgrund der Umstände und des Verhaltens der Beteiligten zu einer berechtigten Ablehnung kommen.
Wer bezahlt das Begräbnis?;Alles, was Recht ist: Ombudsmann Peter Filzwieser fragt nach, Experten antworten.FRAGE: Meine Mutter ist leider vor einigen Tagen im 91. Lebensjahr verstorben. Sie hatte keine Sterbeversicherung, die Kosten für das Begräbnis trage ich als Sohn allein.Muss sich mein Bruder, der seit Langem keinen Kontakt zur Mutter hatte, an diesen beteiligen? Rechtsanwalt Henrik Gießauf antwortet: In § 549 ABGB ist gesetzlich verankert, dass die Kosten für ein ortsübliches und den Lebensverhältnissen sowie dem Vermögen des Verstorbenen angemessenes Begräbnis zu den auf einer Verlassenschaft haftenden Lasten (Nachlassverbindlichkeiten) gehören.Das Gesetz behandelt also Begräbniskosten so, als ob sie vom Erblasser selbst zu tragen wären. Lediglich für den Fall, dass die Begräbniskosten im Nachlass nicht Deckung finden, kommt die zivilrechtliche Haftung der zum Unterhalt des Verstorbenen Verpflichteten (vor allem Kinder gegenüber Eltern) zum Tragen.Wenn also die Begräbniskosten nicht ohnehin vom Verlass Ihrer Mutter bezahlt werden können, ist ihr Bruder aber genauso wie Sie zur verhältnismäßigen Kostentragung verpflichtet.
"UNIspotter: Neue US-Programme für Studierende;""Welches Studium passt zu mir? In welchem Land wird es angeboten? Die App des"

österreichischen Start-ups UNIspotter hlft genau das herauszufinden. Neu im Programm sind rund 250 US-Universitäten. Jeder dritte Student in Österreich bricht laut OECD-Statistik das Erststudium ab. Als Hauptgrund für die falsche erste Studienwahl werden unerfüllte Erwartungen angegeben – verursacht durch mangelnde Information. Und die müsste bereits in der Schule gegeben werden.Genau dort setzt die App UNIspotter an, die Schüler zum passenden Studium an die Wunschuni leiten soll. Die Notwendigkeit einer digitalen Entscheidungshilfe zum Studium erkannte UNIspotter Mitbegründerin Verena Maria Mai während des eigenen Karrierewegs in Wien. Mittlerweile bildet die App Daten und Fakten zu rund 55.000 Studienprogrammen aus Österreich, Deutschland, England und Irland ab. Und: Ganz aktuell auch Partnerschaften mit mehr als 250 US-Universitäten – rechtzeitig zum Start der Bewerbungsphase in den USA, die von Februar bis Mitte Mai läuft.„Es freut uns, dass wir Studenten nun tausende Möglichkeiten in den USA bieten können. Wir entwickeln eine App, die ich mir damals bei meiner Studienwahl und Bewerbung gewünscht hätte. So wäre alles einfacher gewesen“, sagt Christoph Trost, co-founder von UNIspotter.Die Idee hinter UNIspotter ist es, Studenten auf einfachste Art und Weise auf ihrem Weg an die Wunschuni zu begleiten und unterstützen. Jeder Student solle die bestmögliche Ausbildung für die Zukunft finden, heißt es.Zum ersten Mal hat man die Möglichkeit digital nach Hochschulen zu suchen," sie zu vergleichen und Hilfe bei der Bewerbung von einem persönlichen Mentor in der App zu bekommen. Aktuell sind nun rund 800 Unis in 14 Ländern und mehr als 86.000 Studienprogramme erfasst.Nächste Ziele für das UNIspotter-Team im Frühjahr 2018: Australien und Kanada."""
Bei den Angestellten haben sich die Kündigungsfristen geändert;Die Experten der Arbeiterkammer erklären, was sich seit Jahresbeginn für Angestellte geändert hatFRAGE: Ein Bekannter hat mir erzählt, dass sich die Kündigungsfristen seit Jahresanfang geändert hätten. Stimmt das? Und was genau ist anders geworden? Die Experten der Arbeiterkammer antworten: Seit 1. Jänner gelten die Kündigungsfristen nach dem Angestelltengesetz unabhängig vom Beschäftigungsausmaß für alle Angestellten. Nach der alten Rechtslage musste bei einer geringen Wochenarbeitszeit nur eine 14-tägige Kündigungsfrist eingehalten werden. Nun muss von Arbeitgebern auch bei den „Mindestbeschäftigten“ (Angestellten mit geringer wöchentlicher Arbeitszeit) zumindest eine Frist von sechs Wochen eingehalten werden.Betroffen davon sind vor allem viele geringfügig Beschäftigte z. B. im Handel. Sollten nach dem Weihnachtsgeschäft Arbeitsverhältnisse gelöst werden, sollte auf die Einhaltung dieser Fristen geachtet werden.Bei Nichteinhaltung der korrekten Kündigungsfristen und –termine entstehen Schadenersatzansprüche. Arbeitnehmer haben Anspruch auf Kündigungsentschädigung (= alle Ansprüche, die bis zum Ablauf der korrekten Kündigungsfrist entstanden wären). Eine einvernehmliche Lösung sollte also nicht leichtfertig vereinbart werden! Aber auch die Angestellten haben nun eine längere Frist (mindestens einen Monat) einzuhalten. Wer keine oder eine zu kurze Kündigungsfrist einhält, verliert den Anspruch auf Abgeltung der offenen Urlaubsansprüche. Der Anspruch auf Kündigungsentschädigung muss binnen sechs Monaten gerichtlich geltend gemacht werden.
Das Beste aus der Jugend herauskitzeln;Robert Renz (43) leitet die Lehrlingsakademie von Spar. Die ungewöhnliche Privatschule gilt als Vorbild in der Integration.Zeugnistag ein Zittertag? Wenn Robert Renz an diesem Freitag die Schule verlässt, ist das ein „Freu-Tag“, der eine Premiere markiert. Nicht, weil er ein weißes Papier mit lauter Einsern heimträgt. Das muss er schon den Jugendlichen überlassen, die heute in „seiner“ runderneuerten Schule Zeugnisse bekommen. Der 43-jährige Steirer aus Paldau in der Südoststeiermark leitet eine der ungewöhnlichsten Berufsschulen Österreichs, die Spar-Akademie in Wien.
"Bereits 70 Jahre Haftstrafen im Hypo-Skandal;""Seit zehn Jahren wird Milliarden-Debakel um die ehemalige Hypo-Bank juristisch aufgearbeitet. 50 Personen wurden schon verurteilt. Weitere Anklagen stehen bevor."

"Hypo und kein Ende: In den vergangenen Wochen wurden die Fälle „Hilltop“ und Blok „67“ am Landesgericht (LG) Klagenfurt aufgearbeitet. Am Donnerstag gab es Freisprüche für die sechs Angeklagten.Stv. Ressortleiter Bundesland KärntenWo ist das Geld?Welches bei all den Malversationen """"verschwunden"""" ist und das jetzt Andere haben.Wer schaut sich die Vermögensverschiebungen an?Wie schaut es mit Wiedergutmachung aus?Wer versucht hier Gelder zum Nutzen der von der Politik ungefragt in Geiselhaft genommenen Steuerzahler zurück zu holen?Diese wesentlichen Fragen geniessen offensichtlich keinerlei Priorität.Warum bloß?"""
Urteil: Alte Handyverträge können früher gekündigt werden;Eine Kündigungsfrist von drei Monaten ist gröblich benachteiligend, urteilt das OGH in einer Klage gegen A1.Mobilfunkverträge, die nach dem 26.02.2016 abgeschlossen wurden, haben dank einer Gesetzesnovelle eine Kündigungsfrist von maximal einem Monat. Doch viele Verträge vor diesem Stichtag sahen eine dreimonatige Kündigungsfrist vor.Die Arbeiterkammer hat deshalb eine Verbandsklage gegen A1 eingebracht und vor dem OGH nun gewonnen. Eine Klage gegen Drei führte zum selben Urteil. Eine Kündigungsfrist von nur drei Monaten sei gröblich benachteiligend für den Kunden.Die Urteile betreffen zwar nur die beiden Mobilfunker A1 und Drei, die Arbeiterkammer rät Kunden aber sich auf diese Urteil zu berufen, auch wenn sie bei einem anderen Anbieter sind.
Weißer Kranich: Lufthansa versenkt gelbes Logo;Der gelbe Kreis verschwindet von den Lufthansa-Flugzeugen. Blau wird dominierende Farbe. Tickets und Schilder bleiben weiterhin gelb.Nach 30 Jahren überarbeitet die Lufthansa ihren Markenauftritt. Im Rahmen des 100-Jahr-Jubiläums wurde das berühmte Kranich-Logo auf gelben Hintergrund komplett überarbeitet. Das Gelb verschwindet auf den Flugzeugen, der Kranich wird weiß auf blauem Hintergrund. Auch der Schriftzug wird leicht angepasst.Das eigens für Lufthansa entwickelte Blau ist etwas dunkler, edler und wird zur führenden Markenfarbe. Ganz verabschieden will man sich vom Lufthansa-Gelb allerdings nicht. Die Tickets und Apps werden Gelb, ebenso wie Hinweisschilder.Das Umlackieren der Flugzeuge wird aber noch einige Jahre dauern. Sie werden erst dann lackiert, wenn es technisch nötig ist. Das erste Flugzeug mit weißem Kranich soll am 7. Feber 2018 abheben.
"Tetrapackungen der Kärntnermilch punkten mit neuen Verschlüssen;""Rund sechs Millionen Euro investierte die Spittaler Molkerei in zwei neue Abfüllanlagen. Direktor Helmut Petschar appelliert an Handel", Gastronomie und öffentliche Einrichtungen," verstärkt auf die regionalen Produkte des Unternehmens zu setzen.  """"Mit einem Dreh zur weltbesten Milch“", so der Slogan, mit dem die Kärntnermilch ihren neuen Frischeverschluss von Tetra-Packungen bewirbt. Sechs Millionen Euro investierte die Spittaler Molkerei in zwei Abfüllanlagen, die ab sofort in Betrieb sind. Direktor Helmut Petschar: „Diese Investition dient der Qualitätsverbesserung für unsere Kunden. Das Ergebnis ist der innovative Ein-Stufen-Verschluss," der sich schnell und ohne Kraftaufwand öffnen lässt. Der Verschluss ist zu 100 Prozent dicht und leicht wiederverschließbar.“ 45 Millionen Tetra-Packungen werden jährlich abgefüllt.Teamleitung Regionalbüro OberKärntenTeamleitung Regionalbüro OberKärntenTetra PakFrischeverschluss von Tetra-Packungen...Die Firma heißt """"Tetra Pak""""Zum Nachdenken: Premiumprodukt """"Bio-Wiesenmilch""""Ich nutze eine anderes Premiumprodukt: Kuhmilch von heimischen KühenMir soll endlich jemand sagen", was an einer Biomilch besser und gesünder ist," als an heimischer Kuhmilch"""
"Es geht bergab: Bitcoin fällt unter 10.000 US-Dollar;""Nachdem es im Vorjahr mit Bitcoin und Co nur nach oben ging", war der Jänner für viele Krypto-Anhänger eine Ernüchterung. Und die Kurse fallen weiter.So glorreich der Dezember für Anhänger von Kryptowährungen war, so bitter war auch der Jänner. Ende Dezember steckten rund 610 Milliarden US-Dollar in Bitcoin, Ethereum, Ripple und Co. Anfang Feber waren es nur noch 477 Milliarden US-Dollar. Ein Minus von über 21 Prozent binnen eines Monats. Die Leitwährung, Bitcoin, fiel sogar unter 10.000 US-Dollar.Das dürfte einige automatische Verkäufe ausgelöst haben, denn innerhalb von 24 Stunden fiel der Kurs um über 7,1 Prozent auf rund 9380 US-Dollar. Generell sind nahezu alle Kryptowährungen tief rot. Bei Ether, der zweitwichtigsten Coin, blieb der Verlust mit rund 2,1 Prozent aber noch vergleichsweise gering.Experten warnen schon seit Monaten vor einer Überhitzung und Blasenbildung bei den Kryptowährungen. Der Ausblick auf einen Derivatehandel mit Bitcoin ließ die Fantasie der Anleger im Dezember durch die Decke gehen. Allerdings blieb die Nachfrage nach solchen Termingeschäften aufgrund der hohen verlangten Sicherheiten eher gering. Dazu kommt die negative Berichterstattung durch Hackerangriffe wie jenem auf Coincheck," wo Coins der Kryptowährung NEM im Wert von 530 Millionen US-Dollar gestohlen wurden.Auch die FMA warnt immer wieder eindringlich vor Anlagen in Bitcoin und Co. Die Entwicklung der Bitcoins """"hat alle Charakteristika einer Blase""""", sagte FMA-Vorstand Klaus Kumpfmüller. Wer da zum Schluss einsteige," verliere am meisten. """"Wir können nur jemandem empfehlen Bitcoin zu kaufen", der bereit ist," sein ganzes Geld zu verlieren.""""Auch der milliardenschwere US-Investor George Soros kritisiert Bitcoin. """"Das ist eine typische Blase"""""," sagte Soros am Donnerstag am Rande des Weltwirtschaftsforums in Davos. """"Der Bitcoin ist keine Währung"""""," fuhr der 87-Jährige fort. """"Es ist Spekulation.""""Gut möglich"," dass die Blase gerade am Platzen ist. Doch selbst wenn. Der Weg ist noch weit. Vor einem Jahr lag der Kurs einer Bitcoin bei  977 US-Dollar. Das gesamte Krypto-Universum hatte eine Marktkapitalisierung von rund 19 Milliarden US-Dollar."""
"Voestalpine: Gewinnschub dank US-Steuerreform;""Die US-Steuerreform wird den Gewinn des Stahlkonzerns voestalpine um einen einstelligen Millionenbetrag steigern.Der Linzer Stahl- und Verarbeitungskonzern voestalpine verspricht sich von der US-Steuerreform einen Gewinnschub. Für das kommende Geschäftsjahr 2018/19 (per Ende März) werde für den US-Markt mit einer Verbesserung des Nettoergebnisses im oberen einstelligen Millionen-Euro-Bereich gerechnet", sagte Konzernchef Wolfgang Eder am Donnerstag zu Reuters.Die voestalpine betreibt in den USA 47 Standorte, die jährlich 984 Mio. Euro umsetzen. Angaben zum US-Ergebnis macht das Unternehmen keine. Ein großes Werk steht beispielsweise in Corpus Christi," Texas.""""Die jüngste Senkung der Unternehmenssteuern leistet durchaus einen positiven Beitrag zur Erhöhung der Standortattraktivität in den USA""""", sagte Eder. Die USA blieben daher neben China weiterhin wichtigster Wachstumsmarkt außerhalb Europas.Die Entwicklungen dort werde die voestalpine aber weiterhin genau beobachten. Bisher seien die Umsetzungsmaßnahmen der US-Regierung überschaubar, sagte Eder. Im vergangenen Jahr sorgten vor allem die Pläne von US-Präsident Donald Trump für Strafzölle und Importbeschränkungen für europäische Stahlfirmen für Unruhe in der Branche.Generell würden österreichische Firmen, die an Ort und Stelle in den USA produzieren, jedenfalls von der Senkung der Körperschaftssteuer in den USA von 35 auf 21 Prozent profitieren, erklärte erst kürzlich Michael Löwy von der Industriellenvereinigung im APA-Gespräch. Auch auch wenn womöglich eine Austro-Firma von weiteren neuen Regeln im Rahmen der US-Steuerreform betroffen sein sollte, dürften sich die Kosten mit der niedrigeren Körperschaftssteuer mehr als gegenrechnen, so der IV-Bereichsleiter für internationale Beziehungen.Österreichische Firmen haben 680 Niederlassungen in den USA. Davon sind ein knappes Drittel von rund 200 mit Produktionsniederlassungen vertreten. Heimische Größen in den USA sind neben der voestalpine, Wienerberger, RHI, Miba, Alpla, Andritz, AVL, Engel, Hoerbiger, Lenzing," Rosenbauer."""
"Jetzt ist auch China für Kärntner Exporteure interessant;""Für das erste Halbjahr 2017 liegt der Außenhandelsbilanz-Überschuss bei 586 Millionen Euro - ein Plus von 8","1 Prozent. Die Exportoffensive von Land Kärnten und Wirtschaftskammer wurde bis 2023 verlängert. Im ersten Halbjahr 2017 lag der Außenhandelsbilanz-Überschuss in Kärnten bei 586 Millionen Euro. """"Ein Anstieg von 8","1 Prozent"""""," erklärt Wirtschaftsreferent Christian Benger im Rahmen einer Pressekonferenz. """"Damit ist Kärnten eines von nur fünf Bundesländern mit einer positiven Außenhandels-Bilanz""""", freut sich Meinrad Höfferer, Leiter der Abteilung Außenwirtschaft der Wirtschaftskammer Kärnten. Und wie in den letzten Jahren werde man auf das Jahr gesehen wieder die Milliarde erreichen, so Wirtschaftskammerpräsident Jürgen Mandl.2500 Unternehmen in Kärnten sind im Export tätig – und beschäftigen 70.000 Mitarbeiter. 7 von 10 Euro werden mittlerweile im Export erwirtschaftet. Um diesen angestoßenen Prozess weiter auszubauen und den Unternehmen zu ermöglichen, neue Märkte zu erschließen, wurde gestern die Exportoffensive von Wirtschaftskammer und Land Kärnten offiziell bis 2023 verlängert. Vier Millionen Euro stehen zur Verfügung, davon kommen zwei Millionen vonseiten des Landes.Zuwächse gibt es im Export vor allem in den USA (+27,6 Prozent), Slowenien (+26,2 Prozent) und China (+23,7 Prozent). „China ist schon lange drittgrößter Importmarkt, jetzt wird es zunehmend auch zum Exportmarkt“, sagt Höfferer. Geliefert werden vor allem Maschinen und Anlagen, aber auch halb fertige Komponenten. Und wenn die von US-Präsident Donald Trump angekündigten Investitionen in die Infrastruktur tatsächlich umgesetzt werden, würden sich viele Kärntner Maschinenbauer jetzt schon freuen.Zu einem wesentlichen Partner habe sich in den vergangenen Jahren Slowenien entwickelt, vor allem im Elektronik- und Maschinenbereich, aber auch in der Holz- und Kunststoffverarbeitung. Und es werde in den nächsten Jahren auch sehr viel darum gehen," die hier ausgebildeten Arbeitskräfte im Land zu halten. Astrid JägerRedakteurin Ressort Wirtschaft Kärnten"""
